,chainId,blockNumber,blockHash,transactionIndex,hash,log_index,nonce,from,to,token,token_address,value,price,value_usd,gas,gasPrice,gasUsed,maxFeePerGas,maxPriorityFeePerGas,type,callType,traceAddress,subtraces,output,error,result,address,code,init,r,s,v,input
172,1,15951272,,5,0x394671ca144144b3debac102c391e58d3665adde4a872c4137ffb747da933baf,15.0,,0xbF9688e95023492019DaCAaeCd198E08639f77E5,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,BANKRUPT,0x771705b132A7c258dde71AD380058306C64Ef587,5000000,0.000053319436745543,266.597183727715000000,,,,,,,,,,,,,,,,,,,
174,1,15951272,0xe39b42b096aa41e19f0d355011b6441e30edb7a760b25080bd7ae7963fd13af7,74,0x995ffb2d46a00f2c523f97719d4a217371ceff618a95dacff9520fda4cd4ad1e,,,0x8f25b061036ada979c8219467e536e85689b43fd,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00080085,1256.607961760000080176,1.006354486175496064,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
176,1,15951278,0xedf910027ca7b508386c49780af037b9ea308f90f53be4da9800fc29d991f6a3,139,0xed29daf1d6bae37b2079d89ac40b7bb618e9914f738858b9964697a247e8ef5c,,,0x42b576bfe9926537cec4a83f141a9204a3f929a0,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1256.607961760000080176,0.125660796176000008,11036.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x49206861766520696e666f726d6174696f6e20746861742077696c6c206c65616420746f2074686520617272657374206f662048696c6c61727920436c696e746f6e2e
180,1,15951297,,10,0x1adc69bb7f3e8664cfe41cd9ea21a9ab2bb876439b53e831ed38aa3a266d7eeb,28.0,,0xbF9688e95023492019DaCAaeCd198E08639f77E5,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,BANKRUPT,0x771705b132A7c258dde71AD380058306C64Ef587,5000000,0.000061367653612794,306.838268063970000000,,,,,,,,,,,,,,,,,,,
183,1,15951302,0xbbd618da54001ad37d6dedbf9b966bfd7fbf78cb475fc737d4fd3c00970dac84,64,0x9eca3f70bce6c773816c7a8cf748ce4734eeabf17715498d16df5b39edf513bb,,,0x1ba9c28e9991e9f2bc067332c5a71f88c9d3de7d,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000481522342,1263.358416699999906996,0.608335303594795867,10620.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x342038203135203136203233203432
186,1,15951310,0x8f1c81313cdb9bee142214f515e99cf1946164c5b3012a5d93028b0db1eb4ee5,5,0x191b14cb96a175da2637c7f560b8c28bfb5de03a8b4ab25a67f9736f60e759e8,,,0x3ee18b2214aff97000d974cf647e7c347e8fa585,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,3000,1263.358416699999906996,3790075.250099999720988000,2300.0,,0.0,,,call,call,"[0, 0, 5]",0.0,0x,,,,,,,,,0x
188,1,15951317,0x626d7c3cd58dfa3117fcf1ddbabd8f2796e7fab7aa1b869179f40b74e076aeb2,15,0x949f35cec37f47c21b2c230c86cd5c7fabfabc84460efb7cfe264c1bf0c48287,,,0x3ee18b2214aff97000d974cf647e7c347e8fa585,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,3000,1263.358416699999906996,3790075.250099999720988000,2300.0,,0.0,,,call,call,"[0, 5]",0.0,0x,,,,,,,,,0x
190,1,15951319,0xd66d2d127ed093ffe3d0b1a2ef21da59645110f85f9d44d3549a5c7cc8622f25,75,0x65a10c8f356e67fd1997a123f0c2d216cffb486186351eacb6ea1e6051222ec1,,,0x86f779f4c6288158a4330db68acd5b55a4450323,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1263.358416699999906996,0.126335841669999991,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
191,1,15951323,,11,0x5e4df4fdf448da2dece83a1680132e5eae5fc0aa1b476de7adf8418b322288c5,45.0,,0xbF9688e95023492019DaCAaeCd198E08639f77E5,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,BANKRUPT,0x771705b132A7c258dde71AD380058306C64Ef587,5290639.679220099,0.000072433951805265,383.221939543651330468,,,,,,,,,,,,,,,,,,,
194,1,15951327,,111,0x4da8be89f6a0ce4e915ae5f3a0edc34117b078546f91ff88c032992bb1d41d07,167.0,,0x484eC62385e780f2460fEaC34864A77bA5A18134,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,NGMI,0xBA60F470f16654EC79f0d1b2f1C0c12390107A56,234,,,,,,,,,,,,,,,,,,,,,
197,1,15951330,,16,0xba19e7977fbbb1b6d38ee07f5d0f252f14e8bdcf79d51fa327070d20681d2c7d,44.0,,0xbF9688e95023492019DaCAaeCd198E08639f77E5,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,BANKRUPT,0x771705b132A7c258dde71AD380058306C64Ef587,10000000,0.000076458060238891,764.580602388910000000,,,,,,,,,,,,,,,,,,,
199,1,15951330,0x78dcd9d83775fc8122ef7655a26bc3c1823b94e9e77ec0cc27b6c8d763ff9019,22,0x46150d1e3e5b2120287971dbbd4d11f3540c899758f5a96ea6368dbc6525600d,,,0x3ee18b2214aff97000d974cf647e7c347e8fa585,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1964,1263.358416699999906996,2481235.930398799817340144,2300.0,,0.0,,,call,call,"[0, 5]",0.0,0x,,,,,,,,,0x
200,1,15951330,0x78dcd9d83775fc8122ef7655a26bc3c1823b94e9e77ec0cc27b6c8d763ff9019,130,0x5343a5b5ab12b774f47c86247fd5651d560cccadff25c863f6875bfa9dc9fb39,,,0xffc88fc868a01003fe5d3fcc389051a365d4f932,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1263.358416699999906996,0.000012633584167000,10500.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
202,1,15951339,,14,0xa8befa2a2e4659b387a20967cdd208d809059129d0bcf8e8ba733977cf619cad,22.0,,0xbF9688e95023492019DaCAaeCd198E08639f77E5,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,BANKRUPT,0x771705b132A7c258dde71AD380058306C64Ef587,3994497.250675838,0.000079476141564111,317.467228972165084757,,,,,,,,,,,,,,,,,,,
205,1,15951341,0xda57aa14de232f50f8f660dc6bcd5b115402737c338dc8ce71c1c1a8765d7fad,117,0x13e65be135b682bc63d500f5afe9757f2fcd8cd1c134a291889e9663888f8269,,,0x08650091fb5584cc6e4be9475e38d8c59c9d03e7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000006,1263.358416699999906996,0.007580150500199999,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x506c6561736520696620796f7520736565207468697320636f756c6420796f752073656e64206120646f6e6174696f6e204920197665206c6f737420736f206d756368206d6f6e657920
209,1,15951370,,16,0x703dbd16c139508563e014ef7dd85619b3b92ba2ef95a6884431d18c7ad85056,26.0,,0xbF9688e95023492019DaCAaeCd198E08639f77E5,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,BANKRUPT,0x771705b132A7c258dde71AD380058306C64Ef587,3911736.15408075,0.000096578602407020,377.790010746130279545,,,,,,,,,,,,,,,,,,,
211,1,15951373,0x66488902807cd47e4ebcaf3734b6ddba3f7b26a4587a1bf8a87cee721a161695,198,0x10dce9890f7fe574f14f70254186bae7a68747ee9fe84a3488c578d00a461b2d,,,0xa07221143565ac4202371cdcb15e7091cde47474,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00011,1256.291218150000077003,0.138192033996500008,11476.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4d7920707573737920776f756c6420626520736f207765742069662049207765726520746f2067657420736f6d6520455448203b2d290a492077696c6c2063616c6c20796f7520646164647920616e6420637564646c65207769746820796f752e2049276d206120746f70202e30303125204f46204d6f64656c
212,1,15951375,,21,0x05fef6bb704a9dd05989f17afd569649ad1b1fa88987f92c53276dab77475137,118.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,USDP,0x8E870D67F660D95d5be530380D0eC0bd388289E1,2280.652197795547411657,1.000000000000000000,2280.652197795547411657,,,,,,,,,,,,,,,,,,,
215,1,15951375,0xeb39eb1cb838f3621f50f6f0eb627105b501250c2ffcef38b949e87a42d464ea,69,0x71c3a765d3ad6ac830a1214edd51ac8dcb94ab56f48c282d0c909456981f2a92,,,0xda9245d61c4f314418903f1e9a2c71c2058946cd,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001621,1256.291218150000077003,2.036448064621150125,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
216,1,15951376,,18,0x1f58adcaf83550eefbdeca1d454e3f16a0c562e607dde4e89cd554626e0f18a0,30.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LEOBULL,0xC2685307Ef2B8842fbf3DeF432408C46Bd0420fd,189.76943564,,,,,,,,,,,,,,,,,,,,,
219,1,15951376,,19,0x71a8f9a652df3f0f3ea8ed9eb5b481e35dc04abdbcf81146014d924208e518d6,31.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LEOBEAR,0x3c955e35b6da1fF623D38D750c85b3Aed89A10c1,269794.55755576,,,,,,,,,,,,,,,,,,,,,
222,1,15951377,,14,0xb45d3ee001a9a1aa7edc20b24cb90826bddc20c7e586aa68a7e1b86b38a55599,8.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BCHBULL,0x4C133E081dFB5858e39ccA74E69bf603d409e57A,64247952881.57838608,,,,,,,,,,,,,,,,,,,,,
225,1,15951377,,15,0xa580087f8ed3390632939d3aaad8295c16b36e64cc26380d2f49ceb1147ea721,9.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BCHBEAR,0xa9fC65Da36064cE545e87690e06f5de10C52C690,16540222863.44207336,,,,,,,,,,,,,,,,,,,,,
228,1,15951377,,16,0x72874291c3227f1a7a2b6be99be58ef8cb0cb6ca8ce67af1716473fa77088bd5,10.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BSVBULL,0x6e13A9e4AE3d0678E511Fb6d2ad531fcF0e247bf,3045157006716.93564995,,,,,,,,,,,,,,,,,,,,,
231,1,15951377,0x7b56c8879c166cf15dccb286da55da1c52d27666ae5cce722eb4b0b32461b897,150,0x05e1093fd290b051dfe8cb57d5deafc24bcb0b5d35e5cc34c478457fc69a12c3,,,0xbc4a2cc39bce766a95e9eca7af7b25b78e876057,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000001,1256.291218150000077003,0.001256291218150000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x52657475726e206d7920313030303030302075736474
232,1,15951378,,16,0xa3953815fb63a8c7a7c4786b17045bdf56c93bd689448ad012ad958424f0abfc,17.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ALGOHEDGE,0xfdc3D57eB7839ca68A2fAD7A93799c8e8aFA61B7,990.17152643,,,,,,,,,,,,,,,,,,,,,
235,1,15951378,,17,0xa8551a443cf8374a17ab1bfa8eafd75517f0364da061dad998f0418670784f47,18.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LTCBEAR,0xB422e605fBd765B80D2C4b5d8196C2f94144438B,9629764355.23952239,,,,,,,,,,,,,,,,,,,,,
238,1,15951379,,13,0x94d96e47a616add0dda1f11d39fec919fb90e7d9e88340bfdb51ba2b041ff385,47.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,TUSD,0x0000000000085d4780B73119b644AE5ecd22b376,7305.738347269435204046,1.000000000000000000,7305.738347269435204046,,,,,,,,,,,,,,,,,,,
241,1,15951379,,46,0xbec96f355b80d327870c4b3520e0587fb102cdc3b67badf9e45920bdf98d7fb8,76.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,15542.767264,1.000000000000000000,15542.767264000000000000,,,,,,,,,,,,,,,,,,,
244,1,15951380,,17,0x6cda54165b4de8be7d44300364bea976d7fe3b55924d5de7d1b5ef839d36f474,28.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BUSD,0x4Fabb145d64652a948d72533023f6E7A623C7C53,795796.866749964172842806,1.000000000000000000,795796.866749964172842806,,,,,,,,,,,,,,,,,,,
247,1,15951380,,18,0xfb401648a47188788ca0453b375fed407422c26bddb812ab934fb4887844ab96,29.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,DRGNBULL,0x3335f16AF9008bFd32f1eE6C2Be5d4f84FA0b9da,812009.79259337,,,,,,,,,,,,,,,,,,,,,
250,1,15951381,,13,0xce4ea9a4de9c6634873ab13c6dc63c8281021274ba66485002acab5a9e907db2,16.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,DRGNBEAR,0x223FB5c14C00Cfb70cF56BB63c2EeF2d74fE1A78,4403996470.67608031,,,,,,,,,,,,,,,,,,,,,
253,1,15951381,,15,0x7005c3464cb3cde5d0e7aab0d2252b86584fd82a2abbc51c66de1d54c98fcc8a,18.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,SYN,0x0f2D719407FdBeFF09D87557AbB7232601FD9F29,535567.979589925058806985,0.703827631339354109,376947.542495980500130325,,,,,,,,,,,,,,,,,,,
256,1,15951382,,39,0xae3541f5ed96ddc8d21a360b6ddefe63c2a86b617471d14d1b9359e1eb0c4c25,257.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,AXL,0x467719aD09025FcC6cF6F8311755809d45a5E5f3,1224692.310256,0.686832815397043661,841158.867448238169102590,,,,,,,,,,,,,,,,,,,
259,1,15951382,,40,0xae8e5424c6f2eac7fbad6c9375c873639e36cf90264292eb1a60e376ba5edca0,258.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XTZBEAR,0xbc41d05287498DEc58129560De6bd1b8d4E3aC1d,55698913050.13785900544274808,,,,,,,,,,,,,,,,,,,,,
261,1,15951383,,12,0xe85eaff676261fd75c1a08b1f92a535dfcbb2edcd7c7db52d6c348b9c91610c2,40.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ZECBULL,0xD437d88153daEF4784CAcd2084b1d8Cc2D3312B8,491277180.4298763011,,,,,,,,,,,,,,,,,,,,,
263,1,15951383,,13,0xfd69f19dad4f71c52e1941b27147a88df648d2b7b1d6ae9677498245edf36db8,41.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ZECBEAR,0x78a8c84b4c23563bE4518e7045016D3170130823,59669419.80714052,,,,,,,,,,,,,,,,,,,,,
265,1,15951383,,14,0x36ef9a072bdd739cd9a5cac6ac20991043882b6dcd6971c04d61b828190c0269,42.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,TRUMPLOSE,0x70878b693A57a733A79560e33cF6a828E685d19a,13999994.00419688,,,,,,,,,,,,,,,,,,,,,
267,1,15951384,,22,0xb6781e3d15a59fadc826eacdc403100fa552c99de6226cf9e8ca2ae5cadd838b,17.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,TRUMPWIN,0x073aF3f70516380654Ba7C5812c4Ab0255F081Bc,10137274.07029768,,,,,,,,,,,,,,,,,,,,,
269,1,15951385,,32,0x9f945bc3690234249670a0316aa65d583a156c3247d4f5266737c15b21524b93,34.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ALEPH,0x27702a26126e0B3702af63Ee09aC4d1A084EF628,18623639.80606210191908824,0.063213713356720103,1177269.428359212080743366,,,,,,,,,,,,,,,,,,,
271,1,15951385,,33,0x6ffed58bed23e7eb4ead970fe50ac804f5eaa28fe72c65efc16347d9cee4c58e,35.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,FIDA,0xF40D9507a7d4850c52a45698c9410e2c345F7A94,9678121.758751,0.352911291547662043,3415518.449636345892341326,,,,,,,,,,,,,,,,,,,
273,1,15951385,,34,0x2a208d7a5b2a3c744f72bdbb7279ab4fac7f479e17ca582ed1214df0f37eb476,36.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,REEF,0xFE3E6a25e6b192A42a44ecDDCd13796471735ACf,296059455.63031784041320035,0.003447716888037851,1020729.185039939649655343,,,,,,,,,,,,,,,,,,,
275,1,15951385,,35,0xfdaaa94de50fd6d9a0d428ad1aa7478458b14850fd88eb66b74cf69827663844,37.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,SLP,0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25,190725102,0.002686092379445257,512305.243051119344741214,,,,,,,,,,,,,,,,,,,
277,1,15951385,,36,0x0d3c3fd678ffc5a42e0e810c24dd6a06b30fa03ff352637c9ff0dc7fcf7e98ef,38.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,CHR,0x8A2279d4A90B6fe1C4B30fa660cC9f926797bAA2,4067131.559514,0.114584475593279334,466030.136915788048068847,,,,,,,,,,,,,,,,,,,
279,1,15951386,,19,0xae45b6e3fae7e86e16e3a063ce0683e6437aed635d5b871cc3d8a36ed700b303,18.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,TOMOBEAR2021,0x345208C513ffF0b1B0768cD12b6123033995e19E,123939.65531191,,,,,,,,,,,,,,,,,,,,,
281,1,15951386,,20,0xea789742803ef8c44186ee2c66e4520d5979a42f6437e256be334f23d5de3ddc,19.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,EUL,0xd9Fcd98c322942075A5C3860693e9f4f03AAE07b,194866.472605993001533633,5.435924242424242436,1059279.382474616898552113,,,,,,,,,,,,,,,,,,,
283,1,15951386,,21,0xd2ae2c9c73ef9e3b3f2e829e9242ef03ea079dd16eadaa8bba77617322904602,20.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MASK,0x69af81e73A73B40adF4f3d4223Cd9b1ECE623074,378156.606089689687825482,2.254187089999999838,852435.739445593815140962,,,,,,,,,,,,,,,,,,,
285,1,15951394,0x01e8e25c7d3a491cecb7877c52ae1591b8eedaea674a830c6255eefeeeee35c8,94,0x60ee2c3c531a80d5dda709c46b8fca4fcf95d6f4df827937e1b45bc1d413ffea,,,0x08650091fb5584cc6e4be9475e38d8c59c9d03e7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000003,1257.180307260000063252,0.003771540921780000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x506c65617365206265206b696e6420746f2073656e6420736f6d6520646f6e6174696f6e73207468616e6b7320
288,1,15951406,0xdd5b9f520630c0966b1334661b36b37135261d607d0d4299276174a5cda80043,42,0x034f7077d122adbb0752eb620e37b56075aa61e5811686d1a22dacdedf148f02,,,0x4c55b87939c4a89226182f372565b74dd34b5d63,0xd8019a114e86ad41d71a3eeb6620b19dd166a969,,,0.08804952216105699,1257.180307260000063252,110.694125324533811464,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
290,1,15951413,,27,0x97b00fde92d4303f02a7e472f1680ef70cdf6177c1010c991d29276446f88271,22.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XTZBEAR,0xbc41d05287498DEc58129560De6bd1b8d4E3aC1d,2E-18,,,,,,,,,,,,,,,,,,,,,
292,1,15951414,,25,0xaf57165e199bb5a9a636f394377bcd50ec7e3bca53d929f9d0858b42eb0098d8,22.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,CLV,0x80C62FE4487E1351b47Ba49809EBD60ED085bf52,612394.915503953717280839,0.132503830448215260,81144.672051284993957731,,,,,,,,,,,,,,,,,,,
294,1,15951414,,26,0x62048937a9838ffc9ac975e2d551fed1ea8ac75700bf67826fb2bfe119b0493f,23.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,PROM,0xfc82bb4ba86045Af6F327323a46E80412b91b27d,218256.032103867522536244,4.431131394182547645,967121.155825161372594959,,,,,,,,,,,,,,,,,,,
296,1,15951415,,62,0x7e1aee7c8915d044e54dc7682ab2d8b7d95c5112183e1d2d3268491990a51187,62.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ALICE,0xAC51066d7bEC65Dc4589368da368b212745d63E8,437658.346328,0.000774039289585929,338.764755473077597998,,,,,,,,,,,,,,,,,,,
298,1,15951415,,63,0x8c813d52ff5ab9cfcb7f9e5a6e04d54be514d08261b819a43f248860edfd885b,63.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,NFCWIN-SB-2021,0xc00eac79f7e9aFA63906B2cfF42cAF97A9bc7bD8,1,,,,,,,,,,,,,,,,,,,,,
300,1,15951416,,38,0xeeb84a8ceca09427767d8be0db97ffd82f9713163e82e2790eec2cc046559106,42.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,CQT,0xD417144312DbF50465b1C641d016962017Ef6240,7953212.978742696353965961,0.089060109621794670,708314.019732304659795143,,,,,,,,,,,,,,,,,,,
302,1,15951416,,39,0x73a8f196a558f790431c8bcbc4e14bff94af9a2bc9d6ef527f14b5e34d2a38d2,43.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MCB,0x4e352cF164E64ADCBad318C3a1e222E9EBa4Ce42,163897.673897584835671393,4.353035875302675883,713452.454354845738702151,,,,,,,,,,,,,,,,,,,
304,1,15951416,,40,0xe1dba49384b0ea04d99609f808e5162058e658f55facdbcf2aa8d80c1fc41c10,44.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,GALA,0x15D4c048F83bd7e37d49eA4C83a07267Ec4203dA,70890972.50026177,0.032589769307923774,2310320.439797899318641950,,,,,,,,,,,,,,,,,,,
306,1,15951417,,51,0x8263b3bd1aae62571c84e3ebf3928e2445ad5810096a7148afa4ba719fbfcdb9,55.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MANA,0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,7592144.589415419627174249,0.495881960000000011,3764807.539602713622459226,,,,,,,,,,,,,,,,,,,
308,1,15951417,,52,0x79b1f62f42831a55e67c7afe03911f95a5546479e72bcf8d3ca9ea9975c610b4,56.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,YGG,0x25f8087EAD173b73D6e8B84329989A8eEA16CF73,1464103.500396166283134287,0.239631633113985859,350845.512847836568524573,,,,,,,,,,,,,,,,,,,
310,1,15951418,,54,0x500ea8cd10d8ee63834da414ed09a26428994f4c574719a33c405df773db447d,54.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BSVDOOM,0x91371b9bc6E90f6dB3C4f4d630Cf5F7700AB917c,105407811859.97873441,,,,,,,,,,,,,,,,,,,,,
312,1,15951418,,55,0xacfb250c05e86bae8583d553852c41562e577547256f1d52b667b622f425979d,55.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,EUROC,0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c,580.213816,1.024111055527763714,594.203383535551678446,,,,,,,,,,,,,,,,,,,
314,1,15951418,,56,0xc9985fb36a270b2aecbee099a2535d2a1abe2cf6bca1db6b59db2c4096d4f744,56.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,SXP,0x8CE9137d39326AD0cD6491fb5CC0CbA0e089b6A9,3737289.560857911000379407,0.228059440000000002,852324.164367101109790946,,,,,,,,,,,,,,,,,,,
316,1,15951419,,63,0x87d4ebdef1b2f2f4b7c81e9fae4fabd7ea6c8bc93154b2964ec717aed8412d2f,62.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,SRM,0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,52930432.771884,0.375176683510913878,19858264.224152827452473544,,,,,,,,,,,,,,,,,,,
318,1,15951419,,64,0x499926446cc4a1ca32583fdb8bde40275965e67b749d35c7c9209bc31e6f52f1,63.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,IBVOL,0x627e2Ee3dbDA546e168eaAFF25A2C5212E4A95a0,596.33794103,,,,,,,,,,,,,,,,,,,,,
320,1,15951420,,48,0xa0a342df16b3e270a6155af690394c91b6385d6ee8252564cd6dc8f30666fd18,85.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,WFLOW,0x5c147e74D63B1D31AA3Fd78Eb229B65161983B2b,120.212435833496076817,1.278624874623871532,153.706610695834122709,,,,,,,,,,,,,,,,,,,
322,1,15951420,,49,0x7cd3e84b441cb2775dd51ee453b9a1ec77d914de049bf2c3782afcfc09b71035,86.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,FTX Token,0x50D1c9771902476076eCFc8B2A83Ad6b9355a4c9,45850883.309937204982968515,2.322811399999999971,106502954.452391871688900456,,,,,,,,,,,,,,,,,,,
